file	line	raw_hex	decoded
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8712	95e5e68fd1ce84e4ec9df9d5	搜索功能
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8718	9bcbe98de0c984ebc09ceec68dc3ec88e3e99ddcc7424f40	输入关键词搜索...
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8724	95e5e68fd1ce84e0f590f5da	搜索历史
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8730	96e4e68df3d984f8c690ebf480fad48be2e99ffed089f0f20d90ebf480fdfd8be5c09ffed089f0f296e4e68df3d984ffef0b9ff9f989f0f296e4e68df4f084ffef90ebf480fdfd8be2e9048df4f084f8c690ecdd80fad48be5c09ffed089f7db96e4e61680fdfd8be2e99ff9f989f0f296e4e68df4f084f8c690ecdd1b89f0f296e4e68df3d984f8c690ebf480fad48be5c09ffed0	呜喵喵呜喵呜喵呜~呜呜喵喵呜呜喵呜~呜呜呜呜呜呜呜呜~呜喵喵喵喵喵喵呜~呜呜呜呜呜呜喵喵~呜呜喵喵呜喵喵喵
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8736	95e5e68fd1ce86d5e093e4f4	搜索结果
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8742	95e9d08eecd284e6c392e1d080e9d28bf9ea92ebd8	未找到相关功能
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8748	96e4e68df3d984f8c690ebf480fad48be2e99ff9f989f7db0d90ebf480fdfd8be2e99ff9f989f0f296e4e68df4f084ffef0b9ff9f989f0f296e4e68df3d984f8c690ebf480fad48be2e9048df4f084f8c690ecdd80fad48be5c09ffed089f7db96e3cf1680fdfd8be2e99ff9f989f7db96e3cf8df4f084ffef90ecdd1b89f0f296e4e68df3d984ffef90ecdd80fad48be5c09ff9f9	呜喵喵呜喵呜呜喵~呜呜呜呜呜呜呜呜~呜呜呜喵喵呜喵呜~呜喵喵喵喵喵喵喵~呜呜呜喵喵呜呜喵~呜呜喵呜喵喵喵呜
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8754	96e4e68df3d984f8c690ebf480fad48be2e99ffed089f7db0d90ebf480fdfd8be2e99ffed089f0f296e4e68df4f084f8c60b9ff9f989f0f296e3cf8df4f084f8c690ebf480fad48be5c0048df4f084f8c690ecdd80fad48be2e99ff9f989f7db96e4e61680fdfd8be2e99ffed089f0f296e4e68df3d984f8c690ecdd1b89f0f296e4e68df4f084ffef90ebf480fad48be5c09ff9f9	呜喵喵呜喵呜喵喵~呜呜呜喵呜呜呜喵~呜呜喵呜喵呜喵喵~呜喵喵喵呜呜喵呜~呜呜喵呜呜喵喵喵~呜呜呜呜呜喵喵呜
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8760	96e4e68df3d984f8c690ebf480fad48be2e99ff9f989f7db0d90ebf480fdfd8be2e99ff9f989f0f296e4e68df3d984ffef0b9ff9f989f0f296e4e68df4f084ffef90ebf480fad48be5c0048df4f084f8c690ecdd80fad48be2e99ff9f989f0f296e4e61680fdfd8be2e99ffed089f0f296e4e68df4f084ffef90ecdd1b89f0f296e4e68df4f084f8c690ebf480fad48be5c09ffed0	呜喵喵呜喵呜呜喵~呜呜呜呜呜呜喵呜~呜呜呜呜呜呜喵喵~呜喵喵喵呜呜呜呜~呜呜喵呜呜呜呜喵~呜呜呜喵呜喵喵喵
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8766	96e4e68df3d984f8c690ebf480fad48be2e99ffed089f0f20d90ebf480fdfd8be5c09ff9f989f7db96e4e68df3d984ffef0b9ff9f989f0f296e4e68df4f084ffef90ebf480fad48be2e9048df4f084f8c690ecdd80fad48be2e99ff9f989f0f296e4e61680fdfd8be2e99ffed089f7db96e4e68df3d984f8c690ecdd1b89f0f296e4e68df3d984ffef90ecdd80fad48be2e99ffed01284f8c690ebf480fad48be2e99ff9f989f7db96e4e68df4f0	呜喵喵呜喵呜喵呜~呜呜喵呜喵呜喵呜~呜呜呜呜呜呜喵呜~呜喵喵喵呜呜呜呜~呜呜喵喵呜喵喵喵~呜呜喵呜喵喵呜喵~喵呜喵呜呜喵呜呜
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8772	96e4e68df3d984f8c690ebf480fad48be2e99ffed089f0f20d90ebf480fdfd8be2e99ffed089f7db96e3cf8df4f084f8c60b9ff9f989f0f296e3cf8df4f084ffef90ecdd80fdfd8be5c0	呜喵喵呜喵呜喵呜~呜呜呜喵喵喵呜喵~呜呜喵呜呜喵呜喵
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8778	9bc0e48defc585d3ef9dfaed	赞助作者
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8784	96fdcd8ef3dc86fadb93f2df81d3c088f2da	刷新用户信息
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8790	96e3cf8df3d984ffef90ecdd80fad48be5c09ff9f989f7db0d90ecdd80fad48be2e99ffed089f7db96e4e68df3d984f8c60b9ffed089f0f296e3cf8df3d984f8c690ecdd80fad48be5c0	喵喵呜喵喵喵呜喵~喵喵呜喵喵呜喵喵~喵呜喵喵喵喵喵喵
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8796	96e3cf8df3d984ffef90ecdd80fad48be5c09ff9f989f7db0d90ecdd80fad48be2e99ffed089f7db96e4e68df4f084f8c60b9ffed089f7db96e3cf8df3d984ffef90ebf480fdfd8be5c0048df3d984f8c690ecdd80fad48be5c09ff9f989f0f296e4e61680fad48be5c09ffed089f0f296e3cf8df4f084ffef90ebf41b89f7db96e3cf8df3d984ffef90ecdd80fdfd8be5c09ff9f91284f8c690ebf480fad48be2e99ff9f989f7db96e4e68df4f0	喵喵呜喵喵喵呜喵~喵喵呜喵喵呜呜喵~喵喵喵喵呜呜呜喵~喵喵喵喵喵呜呜呜~喵喵喵呜喵呜呜呜~喵喵喵呜喵呜喵呜~喵呜喵呜呜喵呜呜
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8802	96e3cf8df4f084f8c690ecdd80fdfd8be2e99ffed089f0f2	喵呜喵喵呜呜喵呜
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8808	06061f1a3a050f081c	user_info
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8814	95e9d08df5e087c3d6	未同步
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8820	37140e09070d120b3e100e1a0c0f12271d131540031e080b1d11390710021553	DatabaseMetricsInfo(friendCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8826	5f551d1a0a19112d1c00141c58	, groupCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8832	5f550e07110d0d2d1c00141c58	, totalCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8838	5f55170d08031317201c000d282e5c	, memorySizeMB=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8844	5f551e0a23050d0b201c000d2715150b0048	, dbFileSizeBytes=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8850	5f5515040109121a21101907170835071e1047	, oldestRecordTime=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8856	5f55140d1209121a21101907170835071e1047	, newestRecordTime=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8862	5f551306010919221c141e3c0c0104230048	, indexLoadTimeMs=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8868	5f551e0a3419041c0a36151d0b185c	, dbQueryCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8874	5f551b1e023d140b010c2e0108092c1d4e	, avgQueryTimeMs=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8880	5f551909060404261a01280911095c	, cacheHitRate=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8886	5f550e07110d0d3f06100801001f5c	, totalQueries=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8892	95cdff8ff5ea84c0ff93f2f8	清理完成
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8898	95fcfa8ef9e587fcd790e1f683dae988f2da92c6d589dcfb96c2c88edde986c7c9	所有撤回消息记录已清空
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8904	94c9e98dc8f487d6f692eaee83e4f18bf9ea	缓存清理成功
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8910	95cdff8ff5ea84cac29dcecd	清理失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8916	95cdff8ff5ea86d2e090d7f083fbd78bf4cf93fcfc83ddf4	清理缓存时出错：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8922	9bfbcd8deafa86d2e090d7f081d3c088f2da9fccd484d5cb9cc9e0	获取缓存信息失败：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8928	1e10170717153e1d1a0f1f37080e	memory_size_mb
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8934	94c9e98dc8f486d5ec9dd4c981d3c088f2da	缓存统计信息
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8940	95cdff8ff5ea86d2e090d7f0	清理缓存
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8946	83eae9e2458bddfd96d8e28fdef389c0d291c5c983edce6479	📊 缓存统计信息\n\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8952	95cdff8ff5ea85d5f693c2ed82fce788d3f292c7e383dde297cdf78cd9f689c0da93cce083edce88c5fd9fccd4	清理仅清理标识，不会让消息消失
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8958	90f5ea8ef0dc87e3dd90d7f080eec98df3e470	【数据存储】\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8964	91f5d84882cbe086f2ff9cdeed8ae0c19cc9e0	• 私聊消息：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8970	91f5d84882d2c586f2ff9cdeed8ae0c19cc9e0	• 群聊消息：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8976	91f5d84883ecda88c5fd9ce9ca8af4de9cc9e0	• 总消息数：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8982	91f5d84880eae48bdeed9ddcc789ddfb96f8da8ff1c48ed2e9	• 内存索引占用：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8988	91f5d84883f9d188fedb9fd2f68af7e997cecc87d9f6	• 数据库文件：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	8994	90f5ea8ef2da88f9c79df6eb80f7d58df3e470	【时间范围】\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9000	91f5d84883f0e188e4dc92c6d589dcfb9cc9e0	• 最早记录：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9006	91f5d84883f0e188e5c592c6d589dcfb9cc9e0	• 最新记录：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9012	90f5ea8ee5cb89edce93f6ef83cce68df3e470	【性能指标】\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9018	91f5d84882d8c38bcfe09fe2c584dcd395e2cc81f2d88ed2e9	• 索引加载时间：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9024	91f5d84883f9d188fedb9fd2f68afecb9bdad88ec9cd87fbc39ac6f2	• 数据库查询次数：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9030	91f5d84880d5d28beef29cf7c084cecc9bf5ed8ef2da8ed2e9	• 平均查询耗时：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9036	91f5d84882d0f28bdeed9ff9d888d9c394fbfd87d9f6	• 缓存命中率：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9042	91f5d84883ecda88ecd092c7c78acdcf95e0ca87d9f6	• 总查询次数：
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9048	94d4d480cbc887d6f692eaee	确认清理
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9054	94d4d48dcbf689c8f293c2ed82c5db88faf59cf4ec8af3ca96eee48ed3e487efdc93daef8dc3e78be3e295d4fa666b88ded19cfbe888dcf297cdf78deac387efd190dee58ad0e0	确定要清空所有撤回消息标识吗？\n\n此操作不可恢复！
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9060	94d4d48dcbf687d6f692eaee	确定清理
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9066	95d8d98df9c487d6f692eaee4b424f	正在清理...
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9072	30141900002f0d0b121b3e0104000e09	CacheCleanDialog
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9078	1a1b1e0d1d200e0f1721130500	indexLoadTime
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9084	17172b1d001e182d1c00141c	dbQueryCount
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9090	17172b1d001e183a1c011b0431050c0b	dbQueryTotalTime
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9096	101419000024081a301a0f0611	cacheHitCount
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9102	101419000021081d0036151d0b18	cacheMissCount
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9108	79555a48454c414e53555a48451087eed49df9d583e0e688d3f29dd3fa84cfcf497f5a48454c414e53555a48454c1d4e5392ceca80d0f48bf9d592d5d884e1f995e2cc5245	\n            |性能指标统计:\n            |  索引加载耗时: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9114	1e067048454c414e53555a48454c411253559cfdd58aecc096cfe98efac989c1d193d6c983f9d15453	ms\n            |  数据库查询次数: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9120	79555a48454c414e53555a484510414e95e0ca8ee8c284d4e093e5cd8dc3c388f3ce92e8f28af6d84955	\n            |  数据库查询总耗时: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9126	1e067048454c414e53555a48454c411253559fd1d689fce995eadf80cace89eee493edde5f4c	ms\n            |  平均查询耗时: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9132	1e067048454c414e53555a48454c411253559dd4f689ccf696e4c78cddc187c2d293efd85f4c	ms\n            |  缓存命中次数: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9138	79555a48454c414e53555a484510414e94c9e98dc8f487f2d990ebd581d4cc88dfd49cfdd55641	\n            |  缓存未命中次数: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9144	79555a48454c414e53555a484510414e94c9e98dc8f484ffce91c2c582e2e65453	\n            |  缓存命中率: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9150	567f5a48454c414e53555a48454c1d4e5393fad383f3c486dcd79cc4c48af4de4955	%\n            |  总查询次数: 
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9156	79555a48454c414e53	\n        
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9162	2310080e0a1e0c0f1d161f2500181307100652010b0804163f1a1b0c31050c0b4e	PerformanceMetrics(indexLoadTime=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9168	5f551e0a3419041c0a21151c040035071e1047	, dbQueryTotalTime=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9174	5f551909060404261a01390710021553	, cacheHitCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9180	5f551909060404231a06092b0a190f1a4e	, cacheMissCount=
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9186	211019090900250f071439070b1a041c071008	RecallDataConverter
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9192	9bd2d98efbfc86c9f29dfbe283fec58be8eb9cfdd58aecc096d1cb80d1c9	解析私聊撤回数据失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9198	9bd2d98efbfc86d0d79dfbe283fec58be8eb9cfdd58aecc096d1cb80d1c9	解析群聊撤回数据失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9204	5c111b1c0443050f071418091609	/data/database
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9210	5c071f0b04000d311e10091b040b041d5d1118	/recall_messages.db
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9216	211019090900250f071418091609	RecallDatabase
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9222	0110190909003e0316060909020912401717	recall_messages.db
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9228	4747190d0059535610174f5b045b045d104d4d58065e030a1740190e045b540f	42cee528cb53a7e3c870c2bdd5cfa75a
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9234	43471e0a520e045741171950060e565a40464f5d520a525e4013185053580358	02db7be92bc8cb7433557f303fb864b6
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9240	30273f293129413a3237362d4525274e3d3a2e482034283d27265a081709020f1f192505001f120f141009084544010717155a212b38242936275a3837252c2f212c5a232035412f262135212b2f332b3e30343c45222e3a533b2f242940410e03101f1a3a19080a13552e2d3d3841203c215a2630202d425315171b0233120b02155a212b38242936275a262a38412026393644450c02061201251c1c1c040e533c343c202b243c533b353c452234223f595a080a1c041c1201151a3a19080a13552e2d3d384d4e13120807101c3e1b1a1b1a483129393a5f551a0b1709001a16112509110c41273d213f2f203e41203c215a2630202d4253150a1a0a180e0c0613250c0418000e53373627274c2f212755343d292048	CREATE TABLE IF NOT EXISTS `recall_messages` (`id` INTEGER PRIMARY KEY AUTOINCREMENT NOT NULL, `peer_uid` TEXT NOT NULL, `msg_seq` INTEGER NOT NULL, `chat_type` INTEGER NOT NULL, `operator_uid` TEXT, `group_uin` TEXT, `created_at` INTEGER NOT NULL, `protobuf_data` BLOB NOT NULL)
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9246	30273f293129413b3d3c2b3d204c2820373022482c2a41203c215a2d3d25323a20551a010b0804162c071f0b04000d311e10091b040b041d2c051f0d17331407172a171b0233120b022a190004183e1a0a051f0845232f4e13071f0b04000d311e10091b040b041d135552081509041c2c00130c0540410e1e061d371609100e5f551a0b0d0d1531070c0a0d0545	CREATE UNIQUE INDEX IF NOT EXISTS `index_recall_messages_peer_uid_msg_seq_chat_type` ON `recall_messages` (`peer_uid`, `msg_seq`, `chat_type`)
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9252	30273f29312941273d313f304525274e3d3a2e482034283d27265a080c02050b0b2a080d060d0d022c181f1b160d060b002a191a000d150b172a1b1c054c2e205315080d060d0d022c181f1b160d060b00155a40050f130b12011f0c3a0d150e5a	CREATE INDEX IF NOT EXISTS `index_recall_messages_created_at` ON `recall_messages` (`created_at`)
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9258	30273f293129413a3237362d4525274e3d3a2e482034283d27265a1a0a030c311e14091c001e3e1a1217160d4544080a533c343c202b243c53252821282d3337533e3f314905050b1d01131c1c33090f001d5a3c20343547	CREATE TABLE IF NOT EXISTS room_master_table (id INTEGER PRIMARY KEY,identity_hash TEXT)
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9264	3a3b292d373841212155282d3520202d365533263123411c1c1a1737080d121a1607251c040e0d0b535d130c4905050b1d01131c1c33090f001d5348332d2d3b3626525c574041494747190d0059535610174f5b045b045d104d4d58065e030a1740190e045b540f545c	INSERT OR REPLACE INTO room_master_table (id,identity_hash) VALUES(42, '42cee528cb53a7e3c870c2bdd5cfa75a')
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9270	372735384538202c3f305a21234c24363a262e3b450c130b101416043a01041d00141d0d160c	DROP TABLE IF EXISTS `recall_messages`
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9276	03101f1a3a19080a	peer_uid
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9282	101d1b1c3a18181e16	chat_type
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9288	1c051f1a04180e1c2c00130c	operator_uid
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9294	1407151d153314071d	group_uin
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9300	10071f09110905311201	created_at
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9306	0307151c0a0e14082c111b1c04	protobuf_data
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9312	1a1b1e0d1d33130b101416043a01041d00141d0d1633110b1607251d0c083e030012251b001d3e0d1b140e371115110b	index_recall_messages_peer_uid_msg_seq_chat_type
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9318	1a1b1e0d1d33130b101416043a01041d00141d0d1633021c16140e0d0133001a	index_recall_messages_created_at
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9324	0110190909003e0316060909020912	recall_messages
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9330	0110190909003e031606090902091246071a0a4616191b0616191b064b1d121a1c070346010d150f1114090d4b090f1a1a0103463709020f1f19370d161f00091630141c0c1818475d7f5a2d1d1c040d07101e526f	recall_messages(top.suzhelan.qstory.database.entity.RecallMessageEntity).\n Expected:\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9336	79553c071002055479	\n Found:\n
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9342	12000e072805061c120113070b3f110b1006	autoMigrationSpecs
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9348	211019090900280017100225040200091607	RecallIndexManager
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9354	95c2c18defcc87fcd790e1f68dc2d18bcee09fccd484d5cb	添加撤回记录失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9360	95fcc381e2e387d9c890f0c883fec58be8eb92c6d589dcfb96d1cb80d1c9	批量添加撤回记录失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9366	95fcfa8ef9e587fbc393f7c680dbd388cbf09dc1df	所有数据已清空
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9372	95cdff8fccd687fbc393f7c680c8d086c7d0	清空数据失败
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9378	161b0e011105041d	entities
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9384	1507130d0b083e0d1c00141c	friend_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9390	1407151d15330201061b0e	group_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9396	071a0e0909330201061b0e	total_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9402	1a1b1e0d1d330d0112111f0c	index_loaded
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9408	1a1b1e0d1d330d011211251c0c0104311e06	index_load_time_ms
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9414	17172519100913172c16151d0b18	db_query_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9420	17172519100913172c01151c04003e1a1a181f37081f	db_query_total_time_ms
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9426	12031d371419041c0a2a0e0108093e0300	avg_query_time_ms
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9432	1014190000330907072a1907100215	cache_hit_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9438	1014190000330c070006250b0a190f1a	cache_miss_count
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9444	1014190000330907072a08091109	cache_hit_rate
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9450	071a0e090933101b1607130d16	total_queries
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9456	211019090900321a1c071b0f00250f0707	RecallStorageInit
smali_classes2\飘花落叶言楪世子苏哲兰\飘花落叶言子楪世苏兰哲.smali	9462	96fde78dc2e784e2e590ded98dd8c4	初始化失败
