index	decoded
1649	净化/实验功能/禁用崩溃日志上报
1650	净化/聊天/禁用聊天右滑
1651	净化/浏览器/禁用X5内核
1652	辅助功能/实验功能/每天自动备份模块数据
1653	保护模块数据不被qq清理
1654	保护模块数据目录
1655	辅助功能/图片与表情/伪装处于非多窗口模式
1656	辅助功能/图片与表情/篡改图片大小
1657	辅助功能/聊天/文件上传重命名
1658	辅助功能/图片与表情/闪照破解(会变卡)
1659	净化/浏览器/去你大爷的QQ浏览器
1660	辅助功能/聊天/灰字提示显示QQ号
1661	净化/联系人/隐藏通讯录卡片
1662	辅助功能/资料卡/屏蔽好友资料卡送礼物
1663	净化/聊天/屏蔽超级QQ秀
1664	辅助功能/实验功能/MCP服务
1665	辅助功能/季节专属/自动抢红包(2026)
1666	净化/资料卡/陌生人资料卡你们的关系标识
1667	辅助功能/资料卡/一键20赞
1668	辅助功能/聊天/语音转发
1669	辅助功能/QQ空间/隐藏QQ空间广告
1670	辅助功能/QQ空间/底栏直接打开空间动态
1671	辅助功能/实验功能/随机虚拟位置
1672	净化/聊天/移除语音播放弹窗
1673	净化/浏览器/移除浏览器菜单的QQ浏览器
1674	辅助功能/资料卡/屏蔽DIY名片
1675	辅助功能/实验功能/移除收藏预览限制
1676	净化/聊天/移除长按菜单图标
1677	辅助功能/实验功能/移除扫码登录检查
1678	辅助功能/聊天/去除发送图片限制
1679	辅助功能/群聊/显示具体消息数量
1680	辅助功能/实验功能/跳过扫码登录时间
1681	辅助功能/实验功能/伪装应用权限已持有
1682	辅助功能/图片与表情/表情面板#2
1683	辅助功能/聊天/强制使用系统Emoji
1684	辅助功能/消息通知/屏蔽群待办
1685	净化/群聊/隐藏聊天快捷栏
1686	净化/群聊/隐藏群聊风险提醒
1687	辅助功能/群聊/群文件显示下载次数(新)
1688	辅助功能/群聊/群文件显示下载次数(旧)
1689	净化/资料卡/隐藏好友互动标识
1690	辅助功能/资料卡/上传透明头像
1691	辅助功能/资料卡/上传半透明头像
1692	主页右上角注入
1693	辅助功能/聊天/语音悬浮窗
1694	API-BuildMenuElement
1695	API-群组禁言监听
1696	API-进群监听器
1697	API-ListenToChatWindowsAsTheyAppearAndClose
1698	API-OnRKey
1699	API-监听消息发送
1700	API-Session_info_find_init
1701	API-退群监听器
1702	净化/主页/自动清理主页频道消息（屏蔽主页频道消息）
1703	辅助功能/消息通知/屏蔽AT全体消息的系统通知
1704	辅助功能/图片与表情/图片,表情的显示文本修改
1705	辅助功能/图片与表情/查看图片时背景透明模糊
1706	净化/实验功能/禁用日志写入的线程
1707	辅助功能/聊天/复制卡片
1708	辅助功能/图片与表情/复制图片链接
1709	辅助功能/实验功能/删除主页聊天列表
1710	辅助功能/图片与表情/在新的QQ中依然可以下载表情
1711	辅助功能/图片与表情/查看表情时背景透明
1712	辅助功能/图片与表情/表情面板#1
1713	净化/聊天/分享弹窗不显示好友和群
1714	辅助功能/实验功能/获取游戏好友QQ
1715	净化/聊天/去除标题栏听筒标识
1716	辅助功能/聊天/保存语音
1717	辅助功能/图片与表情/聊天界面图片显示发送者
1718	辅助功能/聊天/发送卡片
1719	辅助功能/聊天/消息小尾巴
1720	辅助功能/小程序/小程序跳过广告
1721	净化/主页/净化主页横幅新年广告
1722	净化/侧滑栏/侧滑栏右上角返回-失效
1723	净化/侧滑栏/精简侧滑栏右上角二维码-失效
1724	辅助功能/消息通知/快捷免打扰
1725	辅助功能/图片与表情/发送原图时擦除位置信息
1726	辅助功能/图片与表情/图片转大图卡片-已失效
1727	辅助功能/群聊/群设置页群文件旧版排序
1728	辅助功能/实验功能/龙|猫图检测禁言
1729	辅助功能/实验功能/龙图检测内测版
1730	测试专用/Test/长按消息选项输出MsgRecord
1731	辅助功能/实验功能/炫酷彩色字体
1732	自动加载脚本
1733	Plugin-OnMsgMenuCreateAPI
1734	注册脚本菜单悬浮窗
1735	Plugin-Message-Callback
1736	注入QQ设置页面
1737	辅助功能/实验功能/阻止子线程闪退
1738	辅助功能/季节专属/自动抢红包(2025)
1739	辅助功能/实验功能/重定向文件下载位置
1740	辅助功能/图片与表情/自定义表情外显文案
1741	辅助功能/图片与表情/发送图片时半屏打开相册(禁用强制全屏打开相册)
1742	辅助功能/群聊/艾特全体-弃用
1743	净化/聊天/拦截异常GIF-弃用
1744	净化/侧滑栏/启用旧版侧滑栏-弃用
1745	辅助功能/季节专属/自动抢红包
1746	净化/联系人/移除联系人页上方的横幅广告-弃用
1747	辅助功能/季节专属/枫叶飘落
1748	辅助功能/季节专属/雪花飘落
1749	辅助功能/季节专属/新年中国结顶栏
1750	辅助功能/季节专属/太阳飘落
1751	辅助功能/QQ空间/自动点赞QQ空间
1752	辅助功能/QQ空间/每天自动发QQ空间
1753	辅助功能/QQ空间/自动删除发布的空间
1754	辅助功能/QQ空间/发送空间使用自定义的内容
1755	辅助功能/QQ空间/发送QQ空间时是否公开可见
1756	辅助功能/群聊/群聊自动打卡
1757	辅助功能/群聊/群聊自动打卡-定时版
1758	辅助功能/群聊/群聊自动打卡-极速版
1759	forbidCode
1760	isForbidAccount
1761	忽略账号的异常状态，使其能够正常查看资料卡
1762	com.tencent.mobileqq.profilecard.api.impl.ProfileDataServiceImpl
1763	getProfileCard
1764	getProfileCardFromCache
1765	com.tencent.mobileqq.profilecard.processor.ProfileSecureProcessor
1766	android.os.Bundle
1767	SummaryCard.RespHead
1768	SummaryCard.RespSummaryCard
1769	processProfileCard
1770	禁止QQ在后台干扰NFC
1771	cooperation.buscard.BuscardHelper
1772	getParameterTypes(...)
1773	com.tencent.mobileqq.widget.QQToast
1774	在没有开启临时会话的情况下查看已删除好友的聊天记录 则不会有开启临时会话弹窗
1775	com.tencent.mobileqq.managers.TempMsgManager
1776	jumpResult
1777	com.tencent.mobileqq.webview.WebSecurityPluginV2$1
1778	com.tencent.mobileqq.utils
1779	ForwardSendPicUtil
1780	通过QQ分享图片时以原图发送
1781	本小姐让你打广告了?
1782	cooperation.vip.qqbanner.QbossADImmersionBannerManager
1783	cooperation.vip.qqbanner.manager.VasADImmersionBannerManager
1784	com.tencent.mobileqq.springhb.interactive.ui.InteractivePopManager
1785	androidx.fragment.app.Fragment
1786	com.tencent.mobileqq.activity.recent.bannerprocessor.VasADBannerProcessor
1787	updateBanner
1788	cooperation.vip.ad.GrowHalfLayerHelper
1789	cooperation.vip.ad.GrowHalfLayerInfo
1790	com.tencent.qqnt.audio.play.player.AudioPlayerDeviceHelper
1791	onNearToEarStatusChanged
1792	getMethod(...)
1793	com.tencent.mobileqq.qqaudio.audioplayer.impl.AudioDeviceServiceImpl
1794	notifyAllDeviceStatusChanged
1795	findMethod(...)
1796	bubbleId
1797	subBubbleId
1798	com.tencent.qqnt.kernel.nativeinterface.VASMsgBubble
1799	getBubbleId
1800	getSubBubbleId
1801	getDeclaredConstructors(...)
1802	com.tencent.mobileqq.activity.aio.AIOMsgItem
1803	setBubbleInfo
1804	setBubbleId
1805	setSubBubbleId
1806	setMsgBubble
1807	chmod 777 
1808	/bubble_info
1809	/files/bubble_info
1810	/files/bubble_paster
1811	/files/vas_material_folder/bubble_dir
1812	magicFontType
1813	com.tencent.qqnt.kernel.nativeinterface.VASMsgFont
1814	getFontId
1815	getMagicFontType
1816	com.tencent.mobileqq.vas.font.api.impl.FontManagerServiceImpl
1817	enlargeTextMsg
1818	com.tencent.mobileqq.activity.aio.item.TextItemBuilder
1819	com.tencent.mobileqq.aio.item.TextItemBuilder
1820	getName(...)
1821	ViewHolder
1822	ChatMessage
1823	com.tencent.common.config.pad.DeviceType
1824	find(...)
1825	需要重启生效
1826	com.tencent.common.config.pad.PadUtil
1827	methodFinder
1828	socialError
1829	getBytes(...)
1830	屏蔽版本升级弹窗、灰度版本体验弹窗、社交封禁提醒弹窗
1831	com.tencent.mobileqq.upgrade.ui.dialog.UpgradeActivity
1832	com.tencent.biz.qui.noticebar.view.VQUINoticeBarLayout
1833	com.tencent.mobileqq.graycheck.business.GrayCheckHandler
1834	com.tencent.mobileqq.dt.api.impl.DTAPIImpl
1835	onSecDispatchToAppEvent
1836	android.app.ActivityManager
1837	getRunningAppProcesses
1838	模块提醒您，此弹窗在重新启动QQ前只会展示一次。
1839	getCurrentUin
1840	processName
1841	android.content.Context
1842	ACTIVITY_SERVICE
1843	getSystemService
1844	de.robv.android.xposed.XposedBridge
1845	currentThread
1846	mActivityThread
1847	屏蔽一些关键词触发的掉落小表情 重启生效
1848	com.tencent.mobileqq.aio.animation.util.b
1849	com.tencent.mobileqq.aio.animation.util.d
1850	com.tencent.mobileqq.aio.animation.util.AioAnimationConfigHelper
1851	com.tencent.mobileqq.activity.aio.anim.AioAnimationConfigHelper
1852	doParseRules
1853	parseRules
1854	parseAnimationRules
1855	loadRules
1856	com.tencent.rfix.lib.download.PatchDownloadTask
1857	com.tencent.rfix.lib.engine.PatchEngineBase
1858	com.tencent.rfix.lib.config.PatchConfig
1859	com.tencent.mobileqq.msf.core.net.patch.PatchReporter
1860	屏蔽部分关键词触发的特殊弹窗
1861	com.tencent.mobileqq.springhb.ui.InteractivePopManager
1862	com.tencent.mobileqq.interactive.ui.InteractivePopManager
1863	com.tencent.mobileqq.aio.animation.pag.PagEasterEggPopManager
1864	com.tencent.mobileqq.animation.pag.PagEasterEggPopManager
1865	com.tencent.qqperf.monitor.crash.QQCrashReportManager
1866	null cannot be cast to non-null type kotlin.Int
1867	com.tencent.aio.frame.drawer.DrawerFrameViewGroup
1868	switchState
1869	com.tencent.mobileqq.troop.flame.api.impl.TroopFlameApiImpl
1870	getFlameViewDataFromPB
1871	com.tencent.mobileqq.data.troop.TroopInfoExt
1872	getGroupExtFlameData
1873	强制QQ内置浏览器使用系统原生WebView，不加载腾讯X5内核
1874	com.tencent.smtt.sdk.QbSdk
1875	getIsSysWebViewForcedByOuter
1876	分屏模式下也能正常使用扫码、相机等被限制的功能
1877	isInMultiWindowMode
1878	FakePicSize
1879	点击设置图片显示大小
1880	com.tencent.qqnt.kernelpublic.nativeinterface.Contact
1881	com.tencent.qqnt.kernelpublic.nativeinterface.IOperateCallback
1882	com.tencent.qqnt.kernelpublic.nativeinterface.IKernelMsgService$CppProxy
1883	篡改图片显示大小
1884	sizeIndex
1885	com.tencent.qqnt.kernelpublic.nativeinterface.MsgElement
1886	picSubType
1887	已设置为: 
1888	qqfav.apk
1889	回忆之所以美丽 是因为谁都回不去,目前支持纯文字收藏详情
1890	Lcom/qqfav/activity/BaseDetailActivity;->onCreate(Landroid/os/Bundle;)V
1891	thisObject
1892	Lcom/qqfav/data/FavoriteData
1893	sendLocalFileMethod
1894	上传文件时重命名base.apk\n以及将上传时的.apk重命名为.APK 防止QQ在服务器将.apk变成.apk.1
1895	sendLocalFileMethod is null
1896	com.tencent.mobileqq.troop.utils.Item
1897	com.tencent.mobileqq.troop.utils.TroopFileTransferManager$Item
1898	com.tencent.mobileqq.troop.filemanager.TroopFileTransferMgr
1899	sendLocalFileToNt strFilePath:
1900	^base(\([0-9]+\))?.apk$
1901	substring(...)
1902	%n_%v.APK
1903	packageName
1904	base.APK
1905	strFilePath
1906	FileName
1907	LocalFile
1908	msgItemView
1909	msgRecord
1910	适配QQNT,开启后会导致聊天界面严重掉帧
1911	getSubMsgType
1912	androidx.constraintlayout.widget.ConstraintLayout$LayoutParams
1913	null cannot be cast to non-null type android.view.ViewGroup.LayoutParams
1914	startToStart
1915	endToEnd
1916	topToTop
1917	subMsgType
1918	null cannot be cast to non-null type android.content.Intent
1919	lin.xposed.hook.item.browser.EXTRA_BYPASS_FQB_HOOK
1920	^(https?|ftp)://[^\s/$.?#].[^\s]*$|^www\.[^.]+\.[^.]+$|^[^.]+\.[^.]+$
1921	致敬 经典模块:去你大爷的QQ浏览器
1922	android.content.ContextWrapper
1923	startActivity
1924	startActivityForResult
1925	android.app.Activity
1926	QQBrowserActivity
1927	from_fqb
1928	meeting.tencent.com
1929	qq-web.cdn-go.cn
1930	比如打卡,撤回,戳一戳
1931	com.tencent.qqnt.kernel.nativeinterface.XmlElement
1932	getMembers
1933	getDeclaredMethod(...)
1934	com.tencent.qqnt.kernelpublic.nativeinterface.JsonGrayElement
1935	com.tencent.qqnt.kernelpublic.nativeinterface.XmlToJsonParam
1936	findConstructor(...)
1937	隐藏新朋友列表中的通讯录推荐卡片
1938	com.tencent.mobileqq.newfriend.ui.builder.NewFriendBindContactGuideBuilderV3
1939	送礼物
1940	屏蔽好友资料卡底部工具栏中的送礼物按钮
1941	com.tencent.mobileqq.profilecard.base.container.ProfileBottomContainer
1942	finishRefresh
1943	隐藏下拉小程序
1944	com.tencent.qqnt.chats.view.MiniOldStyleHeaderNew
1945	com.tencent.qqnt.chats.view.MiniOldStyleHeader
1946	refreshLayout
1947	oldState
1948	newState
1949	initMiniAppEntryLayout.
1950	initMicroAppEntryLayout.
1951	init Mini App, cost=
1952	com.tencent.mobileqq.mini.api.IMiniAppService
1953	createMiniAppEntryManager
1954	null cannot be cast to non-null type kotlin.Long
1955	屏蔽聊天界面的超级QQ秀 此功能适用于9.2.25+ 重启生效
1956	com.tencent.mobileqq.ai.avatar.api.impl.AIAvatarSwitchApiImpl
1957	isQQShowEnableForAIO
1958	isQQShowEnable
1959	parseObject(...)
1960	grabFailToast
1961	红包预处理失败: 红包已被抢光
1962	红包跳过领取: 
1963	delayReply
1964	新版QQ抢红包，在9.2.0 ~ 9.2.95通过测试，点击可配置参数
1965	getUinFromUid(...)
1966	不领取普通红包
1967	不领取专属红包
1968	群号在黑名单中
1969	红包描述包含关键词: 
1970	红包平均金额
1971	元，未达到期望值
1972	[QStory]: 
1973	红包描述:
1974	来自群聊:
1975	红包领取失败: 红包已被抢光了
1976	com.tencent.mobileqq.profilecard.component.ProfileInStepComponent
1977	onDataUpdate
1978	com.tencent.mobileqq.profilecard.data.ProfileCardInfo
1979	com.tencent.biz.richframework.widget.listview.card.RFWCardListView
1980	getParent
1981	ParentLayout == null
1982	com.tencent.mobileqq.activity.VisitorsActivity
1983	com.tencent.mobileqq.data.CardProfile
1984	com.tencent.mobileqq.utils.VoteHelper
1985	getDeclaredFields(...)
1986	com.tencent.mobileqq.profilecard.base.component.AbsProfileHeaderComponent
1987	com.tencent.mobileqq.data.Card
1988	handleVoteBtnClickForGuestProfile
1989	handleVote
1990	ptt_forward
1991	长按语音消息显示转发按钮
1992	pttElement
1993	direct_send_if_dataline_forward
1994	forward_text
1995	forward_type
1996	forward_from_jump
1997	caller_name
1998	ChatActivity
1999	k_smartdevice
2000	k_dataline
2001	is_need_show_toast
2002	k_forward_title
2003	语音转发
2004	PttForward: 启动转发界面成功
2005	PttForward: 启动转发界面失败: 
2006	com.tencent.mobileqq.forward.ForwardBaseOption
2007	mExtraData
2008	isNeedShowToast
2009	PttForward: 转发逻辑 Hook 失败: 
2010	voiceChangeType
2011	PttForward: 发送至 
2012	 失败: 
2013	getMContext
2014	null cannot be cast to non-null type android.content.Context
2015	转发语音
2016	null cannot be cast to non-null type kotlin.collections.MutableList<kotlin.Any>
2017	forward_multi_target
2018	PttForward: 发送线程异常: 
2019	喵呜喵喵喵喵呜喵~喵呜喵喵喵呜喵喵~喵呜喵喵呜呜呜喵~喵呜喵呜呜呜喵呜~喵呜喵呜喵呜喵喵~喵呜喵呜呜喵喵喵
2020	LandRegion(name=
2021	, minLat=
2022	, maxLat=
2023	, minLon=
2024	, maxLon=
2025	getInterfaces(...)
2026	com.tencent.map.geolocation.TencentLocationListener
2027	中国核心区
2028	日本/韩国
2029	东南亚(新马泰/印尼)
2030	中东(迪拜/土耳其)
2031	欧洲大陆
2032	北美热门区
2033	澳洲/新西兰
2034	南美洲
2035	非洲大陆
2036	com.tencent.map.geolocation.internal.TencentLocationImpl
2037	com.tencent.map.geolocation.TencentLocationManager
2038	onLocationChanged
2039	com.tencent.map.geolocation.TencentLocation
2040	com.tencent.mobileqq.location.net.LocationShareLocationManager$a
2041	getLongitude
2042	getLatitude
2043	com.tencent.mobileqq.aio.helper.PttHelper$getPhoneLowVolumeListener$onLowVolume$1
2044	com.tencent.mobileqq.webview.swift.component.SwiftBrowserShareMenuHandler
2045	移除内置浏览器分享菜单中的"用QQ浏览器打开"选项
2046	屏蔽查看好友页面自定义的名片
2047	com.tencent.mobileqq.profilecard.activity.FriendProfileCardActivity
2048	handleSwitchVasCard
2049	mSecurityBeat
2050	com.tencent.mobileqq.pluginsdk.PluginStatic
2051	getOrCreateClassLoader
2052	com.qqfav.FavoriteService
2053	com.qqfav.data.FavoriteData
2054	移除长按消息气泡菜单中的图标
2055	扫描相册里的二维码时不再拦截登录
2056	com.tencent.open.agent.QrAgentLoginManager
2057	去除QQ只允许发送20张图片的限制 重启生效
2058	com.tencent.qqnt.qbasealbum.select.viewmodel.SelectedMediaViewModel
2059	移除语音消息下方诱导开通SVIP的自动转文本灰字提示
2060	com.tencent.mobileqq.vas.perception.api.impl.VipPerceptionImpl
2061	addSVipLocalGrayTip
2062	com.tencent.mobileqq.quibadge.QUIBadge
2063	updateNum
2064	com.tencent.mobileqq.activity.framebusiness.controllerinject.FrameControllerInjectImpl
2065	com.tencent.mobileqq.utils.DialogUtil
2066	createCountdownDialog
2067	com.tencent.biz.qrcode.activity.QRLoginAuthActivity
2068	onFinish
2069	android.permission.CAMERA
2070	android.permission.RECORD_AUDIO
2071	即时生效 开启后需要手动到应用详情页给予权限 目前仅支持伪装语音权限和拍照权限 正在完善可选与更多功能
2072	checkPermission
2073	checkSelfPermission
2074	com.tencent.mobileqq.text.EmotcationConstants
2075	getSingleEmoji
2076	getDoubleEmoji
2077	str_file_name='([^']*)'
2078	uint32_download_times=(\d+)
2079	 (下载数：
2080	NewTarget
2081	newTargetMethod
2082	在群文件列表中显示文件的下载次数 全版本通用
2083	com.tencent.mobileqq.troop.file.data.TroopFileShowAdapter
2084	com.tencent.mobileqq.troop.data.TroopFileShowAdapter
2085	(下载: 
2086	$this$add
2087	$this$methods
2088	$this$matcher
2089	$this$findClass
2090	 下载次数:
2091	在群文件下方显示文件下载次数 仅支持 9.1.90 以下版本
2092	com.tencent.mobileqq.filemanager.api.impl.QFileUtilsImpl
2093	setFileDescription
2094	mViewContainer
2095	com.tencent.mobileqq.profilecard.component.ProfileIntimateComponent
2096	initComponentViewContainer
2097	上传任意图片为头像时 替换为全透明头像
2098	com.tencent.mobileqq.util
2099	image illegal, size must be square.
2100	com.tencent.mobileqq.pic.compress
2101	JpegCompressor.compress() error
2102	apply(...)
2103	可以上传自定义半透明的PNG格式头像 不要和上传全透明头像一起打开
2104	compress
2105	com.tencent.mobileqq.activity.photo
2106	StoreFileTask
2107	sdcardfull
2108	doInBackground
2109	compress.Utils
2110	compressQualityWithBaseline()
2111	com.tencent.mobileqq.pic.CompressInfo
2112	portrait
2113	null cannot be cast to non-null type java.io.File
2114	getAbsolutePath(...)
2115	Lcom/tencent/mobileqq/pluginsdk/PluginStatic;->getOrCreateClassLoader(Landroid/content/Context;Ljava/lang/String;)Ljava/lang/ClassLoader;
2116	Lcom/tencent/mobileqq/pluginsdk/IPluginAdapterProxy;->getProxy()Lcom/tencent/mobileqq/pluginsdk/IPluginAdapterProxy;
2117	Lcom/tencent/mobileqq/pluginsdk/IPluginAdapterProxy;->setProxy(Lcom/tencent/mobileqq/pluginsdk/IPluginAdapter;)V
2118	null cannot be cast to non-null type java.lang.ClassLoader
2119	cooperation.plugin
2120	com.tencent.mobileqq.pluginsdk.IPluginAdapter
2121	troopUin
2122	com.tencent.mobileqq.profilecard.data.AllInOne
2123	troopCode
2124	profileEntryType
2125	subSourceId
2126	enter_page_sourceid
2127	enter_page_subsourceid
2128	memberUin
2129	AllInOne
2130	null cannot be cast to non-null type android.os.Parcelable
2131	消息有艾特时可点击跳转到艾特目标资料卡
2132	com.tencent.qqnt.aio.widget.AIOMsgTextView
2133	getAllChildViews(...)
2134	null cannot be cast to non-null type android.widget.TextView
2135	getSpans(...)
2136	key_is_quality_raw
2137	适配QQNT 不支持频道
2138	com.tencent.mobileqq.aio.panel.photo.PhotoPanelVB
2139	com.tencent.qqnt.qbasealbum.model.Config
2140	com.tencent.qqnt.qbasealbum.WinkHomeActivity
2141	Array contains more than one matching element.
2142	Array contains no element matching the predicate.
2143	com.tencent.qqnt.kernel.nativeinterface.LinkInfo
2144	com.tencent.qqnt.kernel.nativeinterface.TextElement
2145	getElements
2146	null cannot be cast to non-null type android.widget.LinearLayout
2147	ChatInputHint
2148	自定义聊天输入框的提示文字
2149	inputRoot
2150	com.tencent.mobileqq.activity.aio.core
2151	com.tencent.mobileqq.activity.aio
2152	input set error
2153	hint_text
2154	Hello World.
2155	设置输入框提示文字
2156	设置新提示词后需要重启生效
2157	getHostAppContext(...)
2158	已恢复默认提示: Hello World.
2159	设置已保存: 
2160	删除在QQ9.0.50左右出现在经典小表情 选项右侧的大表情动画选项（好傻的表情：汪汪、喜花泥等）
2161	com.tencent.mobileqq.emoticonview.EmoticonPanelController
2162	getPanelDataList
2163	getExternalStoragePublicDirectory(...)
2164	下载失败!
2165	下载成功!
2166	长按表情消息出现,用于弥补在9.2.20上无法下载表情的问题
2167	强制启用'立即总结'按钮，支持QQ 9.2.35+
2168	chat_summary.compose
2169	未读消息较多时，可以进行群聊总结
2170	立即总结
2171	SummaryGenGuideViewKt
2172	对编辑群昵称界面的装扮布局进行隐藏
2173	com.tencent.mobileqq.activity.editservice.EditTroopMemberNickService
2174	即将彻底消失
2175	加入了群聊
2176	我也要打卡
2177	一起来玩吧
2178	隐藏聊天界面中的灰色提示文本 如加入群聊 打卡
2179	com.tencent.mobileqq.aio.msglist.holder.component.graptips.common.CommonGrayTipsComponent
2180	com.tencent.mobileqq.paiyipai.PaiYiPaiHandler
2181	防撤回数据库
2182	适配QQNT
2183	friendCache
2184	groupCache
2185	该消息已
2186	getItemPath(...)
2187	长按文本消息显示修改内容按钮，仅修改本地聊天界面显示内容。
2188	QuickEditResendMessage
2189	hook message menu failed
2190	修改消息
2191	已修改，滑动或重新打开会话后生效
2192	对表情回应灰字 表情回应菜单 显示在消息下方的已回应表情进行隐藏
2193	com.tencent.qqnt.aio.api.impl.AIOEmoReplyMenuApiImpl
2194	getSeparateEmoReplyMenuView
2195	getEmoReplyMenuView
2196	com.tencent.mobileqq.aio.msglist.holder.component.msgtail.AIOGeneralMsgTailContentComponent
2197	被云控后出现(9250后一定出现)
2198	滤镜视频
2199	解除转发联系人时最多选择9人的限制
2200	configClass
2201	getClass(...)
2202	recentClass
2203	friendClass
2204	troopClass
2205	ChatSelectorConfig
2206	doubleClick
2207	getCurrentContact(...)
2208	bottomToBottom
2209	endToStart
2210	startToEnd
2211	传统消息居中位置 点击可设置一些复读参数
2212	Repetition
2213	com.tencent.mobileqq.aio.msglist.holder.component.msgfollow.AIOMsgFollowComponent
2214	kotlin.Lazy
2215	getMethods(...)
2216	getValue
2217	未填写大小
2218	+1图标初始化完毕
2219	MultiForwardActivity
2220	createScaledBitmap(...)
2221	该消息不支持复读
2222	QQ自带的复读位置 偏下 容易坏 请勿和消息复读同时开启 否则不会发生什么 点击可以配置一些参数
2223	RepetitionPlus
2224	createBitmap(...)
2225	com.tencent.mobileqq.aio.input
2226	com.tencent.mvi.base.route.MsgIntent
2227	mContext
2228	msgItem.msgRecord.senderUid
2229	anonymousExtInfo
2230	com.tencent.mobileqq.aio.utils
2231	发送消息重新格式化排版，在英文单词数字与中文之间用空格隔开，让消息更加美观
2232	toCharArray(...)
2233	[^\n\S]+
2234	(?<=[({\[/#])\s|\s(?=[)}\]:;])|(?<=\n)\s
2235	null cannot be cast to non-null type java.util.ArrayList<*>
2236	bottomMargin
2237	com.tencent.qqnt.troop.impl.TroopGagUtils
2238	remainingTimeToStringCountDown
2239	已退出该群
2240	用于直接查看已退群用户的发言记录，在群成员信息页显示加入时间
2241	com.tencent.mobileqq.profilecard.component.troop.ElegantProfileTroopMemInfoComponent
2242	getTroopMemeJoinTime
2243	com.tencent.mobileqq.aio.input.at.common.SubmitListEvent
2244	getItemList
2245	com.tencent.qqnt.kernel.nativeinterface.MemberInfo
2246	发送收藏的表情后优先自动排序在最前面
2247	com.tencent.mobileqq.app.FavEmoRoamingHandler
2248	com.tencent.mobileqq.emoticonview.FavoriteEmotionAdapter
2249	com.tencent.mobileqq.app
2250	moveEmotion exception =
2251	com.tencent.mobileqq.emosm.api.IFavroamingDBManagerService
2252	getEmoticonDataList
2253	emoticonDataList
2254	deleteCustomEmotion
2255	cloneEmotionData
2256	insertCustomEmotion
2257	trimCache
2258	mInteractionListener
2259	com.tencent.mobileqq.emoticonview.api.IEmosmService
2260	tryGetEmoticonMainPanel
2261	updateFavEmoticonPanel
2262	AutoBackup
2263	yyyyMMdd_HHmmss
2264	每天启动QQ自动备份模块数据 点击可进行手动备份测试
2265	创建备份目录失败: 
2266	备份路径不是目录: 
2267	模块数据目录不存在: 
2268	模块数据路径不是目录: 
2269	QStoryBackup_
2270	AutoBackupModuleData
2271	创建.nomedia文件异常
2272	手动备份测试
2273	手动备份不会吞噬今日旧备份 今日备份将在第二天自动删除\n\n备份路径：
2274	开始备份
2275	手动备份成功\n文件: %s\n大小: %s
2276	备份失败: 
2277	last_backup_date
2278	自动备份执行异常
2279	启动备份检查异常
2280	/Android/data/com.tencent.mobileqq/QStory
2281	/Download/QStory
2282	mPathPrefixList
2283	qs_config
2284	Android/data/com.tencent.mobileqq/files
2285	com.tencent.mobileqq.app.message.cleanup.CleanUpThoroughManager
2286	点击配置可用 MCP、开关与顺序
2287	recyclerView
2288	viewHolder
2289	已启用 
2290	 个 MCP，长按右侧拖动柄可调整顺序
2291	MCP 配置已保存
2292	null cannot be cast to non-null type android.content.ClipboardManager
2293	QStory MCP Config
2294	MCP 配置 JSON 已复制
2295	$this$jsonObject
2296	已为您启动 QStory Mcp 服务
2297	{\n  "mcpServers": {\n    "QStoryMcp": {\n      "url": "http://localhost:9000/mcp",\n      "transport": "streamable-http"\n    }\n  }\n}
2298	tool_order
2299	tool_enabled_
2300	description
2301	McpToolConfigItem(id=
2302	, order=
2303	MCP 客户端连接: /mcp
2304	no-cache
2305	text/event-stream
2306	MCP 客户端断开: /mcp
2307	POST /mcp
2308	serverName
2309	QStoryMCP
2310	MCP 服务 正在启动
2311	MCP 服务 启动成功: 
2312	MCP 服务 启动失败: 
2313	MCP 服务 正在停止
2314	MCP 服务 停止成功
2315	MCP 服务 停止失败: 
2316	MCP 请求路径: 
2317	Illegal Content-Type format: 
2318	MCP 请求: 
2319	 响应: 
2320	Parse error
2321	notifications/initialized
2322	MCP 收到初始化通知
2323	tools/call
2324	initialize
2325	tools/list
2326	Method not found: 
2327	返回响应到 
2328	 个 MCP 客户端
2329	$this$routing
2330	$this$embeddedServer
2331	listChanged
2332	protocolVersion
2333	2025-03-26
2334	serverInfo
2335	capabilities
2336	inputSchema
2337	$this$jsonArray
2338	MCP feature disabled
2339	Tool not found: 
2340	Tool disabled: 
2341	notifications/tools/list_changed
2342	McpServerConfig
2343	喵呜喵呜呜呜喵喵~喵喵喵呜呜喵喵喵~喵喵喵呜呜喵喵呜~喵喵喵呜呜喵喵喵
2344	is_friend
2345	检查是否为好友
2346	检查指定 QQ 是否为当前账号好友
2347	目标 QQ 号
2348	get_group_rkey
2349	获取群 RKey
2350	读取群相关请求使用的 RKey
2351	get_friend_rkey
2352	获取私聊 RKey
2353	读取私聊相关请求使用的 RKey
2354	get_skey
2355	获取 SKey
2356	读取当前登录态的 SKey
2357	get_real_skey
2358	获取 Real SKey
2359	读取当前登录态的真实 SKey
2360	get_pskey
2361	获取 PsKey
2362	按域名读取 PsKey
2363	get_pt4_token
2364	获取 PT4Token
2365	按域名读取 PT4Token
2366	获取 BKN
2367	根据 pskey 计算 BKN
2368	用于计算的 pskey
2369	获取 GTK
