file	index	plaintext
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	952	FRIENDLIST_HANDLER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	953	delFriend
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	954	ProfileCardMoreActivity
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	955	deleteFriend
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	946	qzone.qq.com
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	947	; p_uin=o=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	948	; p_skey=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	946	qzone.qq.com
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	949	https://h5.qzone.qq.com/proxy/domain/mobile.qzone.qq.com/friend/mfriend_list?g_tk=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	950	&res_uin=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	951	&res_type=normal&format=json&uin=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	946	qzone.qq.com
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	949	https://h5.qzone.qq.com/proxy/domain/mobile.qzone.qq.com/friend/mfriend_list?g_tk=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	950	&res_uin=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	951	&res_type=normal&format=json&uin=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	947	; p_uin=o=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	948	; p_skey=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	946	qzone.qq.com
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	956	getAllFriendWithCategories
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	622	isFriend
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	602	getBusinessHandler
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	600	com.tencent.mobileqq.app.BusinessHandlerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	943	CARD_HANLDER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQFriendTool.java	944	com.tencent.mobileqq.app.CardHandler
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	964	QQMessageUtils
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	152	elements
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	140	getPicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	178	com.tencent.qqnt.kernel.nativeinterface.PicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	152	elements
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	125	chatType
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	140	getPicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	178	com.tencent.qqnt.kernel.nativeinterface.PicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	152	elements
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	125	chatType
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	140	getPicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	178	com.tencent.qqnt.kernel.nativeinterface.PicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	152	elements
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	125	chatType
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	140	getPicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	178	com.tencent.qqnt.kernel.nativeinterface.PicElement
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	179	md5HexStr
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	957	originImageUrl
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	719	fileUuid
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	179	md5HexStr
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	958	https://gchat.qpic.cn
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	959	/download
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	960	appid=1406
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	512	https://gchat.qpic.cn/gchatpic_new/0/0-0-
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	963	/0?term=2&is_origin=1
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	961	https://gchat.qpic.cn/download?appid=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMessageUtils.java	962	&fileid=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	632	deleteMsg
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	968	getMsgsByMsgId
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	969	com.tencent.qqnt.kernel.nativeinterface.IMsgOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	969	com.tencent.qqnt.kernel.nativeinterface.IMsgOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	966	getMultiMsg
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	967	com.tencent.qqnt.kernel.nativeinterface.IGetMultiMsgCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	967	com.tencent.qqnt.kernel.nativeinterface.IGetMultiMsgCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	970	recallMsg
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQMsgService.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	971	com.tencent.qqnt.kernel.nativeinterface.IForwardOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	662	forwardMsg
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	39	Content-Type
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	974	application/json
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	972	contact==null
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	973	elementList==null
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	972	contact==null
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	973	elementList==null
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTSendMsgUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopSettingTool.java	975	com.tencent.qqnt.troop.ITroopOperationRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopSettingTool.java	976	quitGroup
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopSettingTool.java	977	TroopSettingViewModel
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopSettingTool.java	976	quitGroup
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	981	com.tencent.mobileqq.troop.api.ITroopInfoService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	983	getTroopMember
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	981	com.tencent.mobileqq.troop.api.ITroopInfoService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	982	getTroopInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	985	getJoinedTroopInfoFromCache
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	981	com.tencent.mobileqq.troop.api.ITroopInfoService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	986	getUiTroopListWithoutBlockedTroop
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	938	com.tencent.mobileqq.qroute.QRoute
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1011	com.tencent.mobileqq.search.api.ISearchPieceFetcher
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1012	getTroopName
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1002	com.tencent.common.app.AppInterface
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	988	com.tencent.qqnt.troopmemberlist.ITroopMemberListRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1004	fetchTroopMemberInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1005	androidx.lifecycle.LifecycleOwner
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1006	TroopMemberListActivity
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1007	getShowName
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	991	nickInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1008	com.tencent.mobileqq.troop.api.ITroopMemberNameService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1009	getTroopMemberName
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	988	com.tencent.qqnt.troopmemberlist.ITroopMemberListRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	989	fetchGagTroopMemberInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	979	com.tencent.mobileqq.app.QQManagerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	990	TROOP_GAG_MANAGER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	991	nickInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	992	friendNick
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	993	gagTimeStamp
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	979	com.tencent.mobileqq.app.QQManagerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	990	TROOP_GAG_MANAGER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	979	com.tencent.mobileqq.app.QQManagerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	980	TROOP_MANAGER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1003	com.tencent.mobileqq.troop.clockin.handler.TroopClockInHandler
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1002	com.tencent.common.app.AppInterface
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	996	dwGagTimeStamp
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	997	dwGagTimeStamp_me
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1002	com.tencent.common.app.AppInterface
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	994	com.tencent.qqnt.troop.ITroopMemberOperationRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	1010	com.tencent.biz.troop.EditUniqueTitleActivity
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	122	com.tencent.mobileqq.app.QQAppInterface
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	422	mqq.observer.BusinessObserver
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	422	mqq.observer.BusinessObserver
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	994	com.tencent.qqnt.troop.ITroopMemberOperationRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	995	setMemberShutUp
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	978	onResult
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	602	getBusinessHandler
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	600	com.tencent.mobileqq.app.BusinessHandlerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	999	TROOP_GAG_HANDLER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	975	com.tencent.qqnt.troop.ITroopOperationRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	978	onResult
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	987	com.tencent.mobileqq.troop.filemanager.data.TroopMemberListRefresher
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	122	com.tencent.mobileqq.app.QQAppInterface
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	975	com.tencent.qqnt.troop.ITroopOperationRepoApi
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	978	onResult
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	602	getBusinessHandler
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	600	com.tencent.mobileqq.app.BusinessHandlerFactory
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	999	TROOP_GAG_HANDLER
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQNTTroopTool.java	733	plugin api
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	1013	com.tencent.qqnt.kernel.api.IKernelService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	1014	getMsgService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	72	com.tencent.common.app.BaseApplicationImpl
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	897	getApplication
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	898	getRuntime
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQServiceTool.java	936	getRuntimeService
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	346	com.tencent.mobileqq.activity.aio.SessionInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	133	com.tencent.qqnt.kernel.nativeinterface.Contact
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1018	com.qwallet.temp.IContactUtils
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	903	getFriendNickName
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1019	prepareTroopMemberStrangerTempChat
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1015	com.tencent.qqnt.kernel.nativeinterface.TempChatPrepareInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1017	prepareTempChat
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1015	com.tencent.qqnt.kernel.nativeinterface.TempChatPrepareInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1016	com.tencent.qqnt.kernel.nativeinterface.TempChatGameSession
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	1016	com.tencent.qqnt.kernel.nativeinterface.TempChatGameSession
QStory_2.6.3-release-restored\sources\lin\xposed\hook\util\p011qq\QQSessionUtils.java	136	com.tencent.qqnt.kernel.nativeinterface.IOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\login\model\User.java	813	用户信息获取失败
QStory_2.6.3-release-restored\sources\lin\xposed\hook\login\model\User.java	814	请尝试刷新登录信息或\n开启VPN
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	778	/data/item_config.json
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	778	/data/item_config.json
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	779	配置文件已生成
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	778	/data/item_config.json
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	780	config read error
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\AbstractC6386.java	781	[QStory]加载设置失败qwq 
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\HookItemConfig.java	782	HookItemConfig{itemPath='
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\HookItemConfig.java	783	, enabled=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\loader\config\HookItemConfig.java	784	, bypassDefaultLoad=
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1232	getTroopInfoFromCache
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1223	troopuin
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1228	troopname
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1231	troopowneruin
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1230	Administrator
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2834	join_time
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1954	null cannot be cast to non-null type kotlin.Long
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2835	last_active_time
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1954	null cannot be cast to non-null type kotlin.Long
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2836	memberuin
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1559	null cannot be cast to non-null type kotlin.String
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2837	newRealLevel
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1866	null cannot be cast to non-null type kotlin.Int
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2838	realLevel
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1866	null cannot be cast to non-null type kotlin.Int
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2839	friendnick
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1559	null cannot be cast to non-null type kotlin.String
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2833	TroopMemberUtils
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2798	获取 MsgService 失败
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2799	getMsgsExt
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2800	com.tencent.qqnt.kernel.nativeinterface.MsgsReq
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2801	com.tencent.qqnt.kernel.nativeinterface.IMsgsRspOperateCallback
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2802	获取消息失败: 获取结果为空
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2803	getLastestMsgsSync error: 
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	2804	获取消息失败: 
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1601	getFriendSimpleInfoWithUid
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1590	AIOUtils
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1588	getField(...)
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1588	getField(...)
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1588	getField(...)
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1588	getField(...)
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	1588	getField(...)
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	623	getNewFriendInfo
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	30	下文件失败:
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	31	 到路径:
QStory_2.6.3-release-restored\sources\lin\xposed\hook\javaplugin\api\QQNTPluginMethod.java	25	User-Agent
